date,guest,female
Sunday 7th June 2015,Tom Holland,0
Sunday 24th May 2015,Steve Hilton,0
Sunday 10th May 2015,Helen Lewis,1
Sunday 12th April 2015,Lesley Riddoch,1
Sunday 21st December 2014,Susanna Reid,1
Sunday 14th December 2014,Alan Johnson,0
Sunday 7th December 2014,Sarah Baxter,0
Sunday 23rd November 2014,David Davis MP,0
Sunday 16th November 2014,Catherine Mayer,1
Sunday 9th November 2014,Tim Montgomerie,0
Sunday 19th October 2014,Amol Rajan,0
Sunday 5th October 2014,Ruth Wishart,1
Sunday 28th September 2014,Shami Chakrabarti,1
Sunday 14th September 2014,Val McDermid,1
Sunday 7th September 2014,Christiane Amanpour,1
Sunday 27th July 2014,Olly Grender,0
Sunday 20th July 2014,Sarah Baxter,1
Sunday 13th July 2014,Frances O'Grady,1
Sunday 6th July 2014,Lord Tebbit,0
Sunday 25th May 2014,Sheila Hancock,1
Sunday 4th May 2014,Shami Chakrabarti,1
Sunday 6th April 2014,Polly Toynbee,1
Sunday 9th March 2014,Baroness Joan Bakewell,1
Sunday 9th February 2014,Owen Jones,0
Sunday 2nd February 2014,Michael White,0
Sunday 26th January 2014,Shami Chakrabarti,1
Sunday 19th January 2014,Anne McElvoy,1
Sunday 12th January 2014,David Lammy MP,0
Sunday 22nd December 2013,Anna Soubry MP,1
Sunday 15th December 2013,Sue MacGregor,1
Sunday 8th December 2013,Gillian Tett,1
Sunday 1st December 2013,Jim Carter,0
Sunday 24th November 2013,Iain Dale,0
Sunday 20th October 2013,Ann Treneman,1
Sunday 13th October 2013,Sarah Baxter,1
Sunday 29th September 2013,Isabel Hardman,1
Sunday 22nd September 2013,Polly Toynbee,1
Sunday 15th September 2013,Ruth Wishart,1
Sunday 8th September 2013,Christine Amanpour,1
Sunday 30th June 2013,Sarah Baxter,1
Sunday 23rd June 2013,Helena Kennedy,1
Sunday 9th June 2013,Sheila Hancock,1
Sunday 19th May 2013,Isabel Hardman,1
Sunday 12th May 2013,Maureen Lipman,1
Sunday 5th May 2013,MP David Lammy,0
Sunday 14th April 2013,John Sergeant,0
Sunday 7th April 2013,Baroness Gillian Shephard,1
Sunday 10th March 2013,Tim Montgomerie,0
Sunday 27th January 2013,MP Margot James,1
Sunday 20th January 2013,Deborah Haynes,1
Sunday 13th January 2013,Gillian Tett,1
Sunday 16th December 2012,Amanda Platell,1
Sunday 9th December 2012,Lord Falconer,0
Sunday 18th November 2012,Ann Treneman,1
Sunday 4th November 2012,Michael Portillo,0
Sunday 28th October 2012,Anne McElvoy,1
Sunday 21st October 2012,Dan Snow,0
Sunday 14th October 2012,Clare Balding,1
Sunday 7th October 2012,Andrew Pierce,0
Sunday 29th September 2012,Polly Toynbee,1
Sunday 23rd September 2012,Amanda Platell,1
Sunday 16th September 2012,Philip Collins,0
Sunday 9th September 2012,Rebecca Front,1
Sunday 15th July 2012,Ann Treneman,1
Sunday 8th July 2012,Samantha Bond,1
Sunday 1st July 2012,Baroness Helena Kennedy,1
Sunday 24th June 2012,Dambisa Moyo,1
Sunday 17th June 2012,John McCarthy,0
Sunday 3rd June 2012,Polly Toynbee,1
Sunday 20th May 2012,Gillian Tett,1
Sunday 13th May 2012,Andrew Pierce,0
Sunday 6th May 2012,Clemency Burton-Hill,1
Sunday 15th April 2012,Catherine Mayer,1
Sunday 8th April 2012,Sarah Baxter,1
Sunday 1st April 2012,Deborah Bull,1
Sunday 25th March 2012,Max Hastings,0
Sunday 18th March 2012,Christiane Amanpour,1
Sunday 11th March 2012,Danny Sriskandarajah,0
Sunday 4th March 2012,MP Margot James,1
Sunday 12th February 2012,Amanda Platell,1
Sunday 29th January 2012,Baroness Helena Kennedy,1
Sunday 22nd January 2012,Anna Soubry,1
Sunday 15th January 2012,Midge Ure,0
Sunday 8th January 2012,David Lammy,0
Sunday 3 September 2017,Bridget Kendall,1
Sunday 2 July 2017,Heidi Allen MP,1
Sunday 25 June 2017,Henry Blofeld,0
Sunday 18 June 2017,Faiza Shaheen,1
Sunday 28 May 2017,Jon Sopel,0
Sunday 7 May 2017,Jim Waterson,0
Sunday 15 January 2017,Paul Waugh,0
Sunday 13 November 2016,Richard Tice,0
Sunday 30 October 2016,Ian Rankin,0
Sunday 3rd July 2016,Rachel Shabi,1
Sunday 5th June 2016,Faisal Islam,0
Sunday 21st February 2016,Kate Hoey MP,1
Sunday 19th July 2015,Philip Collins,0
Sunday 5th July 2015,Nick Robinson,0
Sunday 21st June 2015,Marina Prentoulis,1
Sunday 14th June 2015,Shami Chakrabarti,1
Sunday 7th June 2015,Jane Moore,1
Sunday 24th May 2015,Catherine Meyer,1
Sunday 10th May 2015,Baroness Grender,1
Sunday 12th April 2015,Peter Hitchens,0
Sunday 21st December 2014,Frank Gardner,0
Sunday 14th December 2014,Isabel Hardman,1
Sunday 7th December 2014,Matthew Barzun,0
Sunday 23rd November 2014,Margaret Hodge MP,1
Sunday 16th November 2014,Fraser Nelson,0
Sunday 9th November 2014,Helena Kennedy,1
Sunday 19th October 2014,Baroness Stowell,1
Sunday 5th October 2014,Tim Montgomerie,0
Sunday 28th September 2014,Ian Birrell,0
Sunday 14th September 2014,Alex Massie,0
Sunday 7th September 2014,Alan Johnson MP,0
Sunday 27th July 2014,Max Hastings,0
Sunday 20th July 2014,Robin Ince,0
Sunday 13th July 2014,David Mellor,0
Sunday 6th July 2014,Baroness Helena Kennedy,1
Sunday 25th May 2014,Iain Dale,0
Sunday 4th May 2014,Fraser Nelson,0
Sunday 6th April 2014,Isabel Hardman,1
Sunday 9th March 2014,Wilfred Frost,0
Sunday 9th February 2014,Isabel Hardman,1
Sunday 2nd February 2014,Bénédicte Paviot,0
Sunday 26th January 2014,Martin Ivens,0
Sunday 19th January 2014,John Simpson,0
Sunday 12th January 2014,Jane Moore,1
Sunday 22nd December 2013,Jeremy Bowen,0
Sunday 15th December 2013,David Davis,0
Sunday 8th December 2013,Sir Trevor McDonald,0
Sunday 1st December 2013,Shami Chakrabarti,1
Sunday 24th November 2013,Polly Toynbee,1
Sunday 20th October 2013,Mark Kermode,0
Sunday 13th October 2013,Sir Tim Rice,0
Sunday 29th September 2013,Philip Collins,0
Sunday 22nd September 2013,Matthew Parris,0
Sunday 15th September 2013,Baroness Helena Kennedy,1
Sunday 8th September 2013,Sir Max Hastings,0
Sunday 30th June 2013,Sue MacGregor,1
Sunday 23rd June 2013,Russell Brand,0
Sunday 9th June 2013,Tim Montgomerie,0
Sunday 19th May 2013,David Aaronovitch,0
Sunday 12th May 2013,Ann Treneman,1
Sunday 5th May 2013,Shami Chakrabarti,1
Sunday 14th April 2013,Jane Moore,1
Sunday 7th April 2013,Jason Cowley,0
Sunday 10th March 2013,Justin Forsyth,0
Sunday 27th January 2013,John Jungclaussen,0
Sunday 20th January 2013,David Morrissey,0
Sunday 13th January 2013,Esther Rantzen,1
Sunday 16th December 2012,Richard Wilson,0
Sunday 9th December 2012,Sarah Sands,1
Sunday 18th November 2012,Harvey Goldsmith,0
Sunday 4th November 2012,Helena Kennedy,1
Sunday 28th October 2012,Martin Lewis,0
Sunday 21st October 2012,Shami Chakrabati,1
Sunday 14th October 2012,David Aaronovitch,0
Sunday 7th October 2012,Sandi Toksvig,1
Sunday 29th September 2012,Matthew Parris,0
Sunday 23rd September 2012,Kevin Maguire,0
Sunday 16th September 2012,Catherine Mayer,1
Sunday 9th September 2012,Margot James MP,1
Sunday 15th July 2012,Nigel Farage,0
Sunday 8th July 2012,David Davis MP,0
Sunday 1st July 2012,Jeremy Vine,0
Sunday 24th June 2012,Mary Ann Sieghart,1
Sunday 17th June 2012,Sarah Baxter,1
Sunday 3rd June 2012,Rory Bremner,0
Sunday 20th May 2012,David Aaronovitch,0
Sunday 13th May 2012,Jude Kelly,1
Sunday 6th May 2012,Sarah Sands,1
Sunday 15th April 2012,Keith Blackmore,0
Sunday 8th April 2012,Kevin Maguire,0
Sunday 1st April 2012,Andrew Rawnsley,0
Sunday 25th March 2012,Tim Montgomerie,0
Sunday 18th March 2012,Nick Watt,0
Sunday 11th March 2012,Jenny Jones,1
Sunday 4th March 2012,Gareth Malone,0
Sunday 12th February 2012,Simon Hughes,0
Sunday 29th January 2012,Richard Lloyd,0
Sunday 22nd January 2012,Peter Hain,0
Sunday 15th January 2012,Mary Ann Sieghart,1
Sunday 8th January 2012,Ann Treneman,1
