date,guest,female
Sunday 11th January 2015,Papers reviewed by Fraser Nelson,0
Sunday 11th January 2015, Bénédicte Paviot,0
Sunday 11th January 2015, UK Correspondent for France 24 and Peter Brookes,0
Sunday 4th January 2015,Papers reviewed by Jane Moore,0
Sunday 4th January 2015, broadcaster & columnist and Trevor Phillips,0
Sunday 21st December 2014,Papers reviewed by the Archbishop of York Dr John Sentamu,0
Sunday 21st December 2014, broadcaster Susanna Reid and BBC security correspondent Frank Gardner,0
Sunday 14th December 2014,Papers review by former home secretary Alan Johnson and the Assistant Editor of The Spectator Isabel Hardman,0
Sunday 7th December 2014,Papers reviewed by Deputy Editor of the Sunday Times Sarah Baxter and US Ambassador to the UK Matthew Barzun,0
Sunday 30th November 2014, Iain Dale and the Chief Market Strategist for UK and Europe at JP Morgan Asset Management,0
Sunday 30th November 2014, Stephanie Flanders,0
Sunday 23rd November 2014,Papers reviewed by David Davis MP and Margaret Hodge MP,0
Sunday 16th November 2014,Papers reviewed by cartoonist Gerald Scarfe,0
Sunday 16th November 2014, author and journalist Catherine Mayer and the editor of The Spectator magazine Fraser Nelson,0
Sunday 9th November 2014,Sunday newspapers reviewed by Sheila Hancock,0
Sunday 9th November 2014, Tim Montgomerie and Helena Kennedy,0
Sunday 2nd November 2014,Papers reviwed by Victoria Newton,0
Sunday 2nd November 2014, Editor of the Sun on Sunday and Julia Hobsbawm,0
Sunday 26th October 2014,Papers reviewed by Green Party MP Caroline Lucas,0
Sunday 26th October 2014, Jonathan Powell,0
Sunday 26th October 2014, former Downing Street Chief of Staff and Sir Max Hastings,0
Sunday 19th October 2014,Papers reviewed by Amol Rajan and Baroness Stowell,0
Sunday12th October 2014,Papers reviewed by Amanda Platell,0
Sunday12th October 2014, Daily Mail columnist and Trevor Phillips,0
Sunday 5th October 2014,Newspapers reviewed by journalist and broadcaster Ruth Wishart and columnist for the Times Tim Montgomerie,0
Sunday 28th September 2014,Paper reviewed by Shami Chakrabarti and Ian Birrell,0
Sunday 21st September 2014,Paper reviewed by Isabel Hardman,0
Sunday 21st September 2014, Assistant Editor of The Spectator and Iain Macwhirter,0
Sunday 14th September 2014,Papers reviewed by writer Val McDermid and The Spectator's Alex Massie,0
Sunday 7th September 2014,Newspapers reviewed by CNN's Chief International Correspondent Christiane Amanpour and former Labour home secretary Alan Johnson MP,0
Sunday 27th July 2014,Newspapers reviewed by Tory MP Dominic Grieve,0
Sunday 27th July 2014, Lib Dem Olly Grender and journalist Max Hastings,0
Sunday 20th July 2014,Newspapers reviewed by former Russia Today broadcaster Sara Firth,0
Sunday 20th July 2014, Sunday Times Deputy Editor Sarah Baxter and comedian and broadcaster Robin Ince,0
Sunday 13th July 2014,Newspapers reviewed by Ruth Wishart,0
Sunday 13th July 2014, Frances O'Grady and David Mellor,0
Sunday 6th July 2014,Newspapers reviewed by Lord Tebbit and Baroness Helena Kennedy,0
Sunday 29th June 2014,Newspapers reviewd by Bénédicte Paviot,0
Sunday 29th June 2014, France 24 UK Correspondent and Sir Keir Starmer,0
Sunday 22nd June 2014,Newspapers reviewed by Frank Gardner,0
Sunday 22nd June 2014, BBC Security Correspondent and Isabel Hardman,0
Sunday 15th June 2014,Newspapers reviewed by Victoria Newton,0
Sunday 15th June 2014, Editor of the Sun on Sunday & Azfal Ashraf,0
Sunday 8th June 201,Newspapers reviewed by Baroness Shirley Williams,0
Sunday 8th June 201, Liberal Democrat peer and Admiral Lord West,0
Sunday 1st June 2014,Newspapers reviewed by Defence Minister Anna Soubry MP and Trevor Phillips,0
Sunday 25th May 2014,Newspapers reviewed by actress Sheila Hancock and broadcaster and publisher Iain Dale,0
Sunday 18th May 2014,Newspapers reviewed by Ann Treneman,0
Sunday 18th May 2014, Parliamentary sketchwriter for The Times and John Simpson,0
Sunday 11th May 2014,Newspapers reviewed by Christiane Amanpour,0
Sunday 11th May 2014, CNN anchor and David Aaronovitch,0
Sunday 4th May 2014, Shami Chakrabarti and Editor of The Spectator Fraser Nelson,0
Sunday 27th April 2014,Newspapers reviewed by Peter Hain,0
Sunday 27th April 2014, and Jane Moore,0
Sunday 6th April 2014,Papers reviewed by Guardian columnist Polly Toynbee and The Spectator's Isabel Hardman,0
Sunday 30th March 2014,Papers reviewed by Rory Bremner,0
Sunday 30th March 2014, and Baroness Grender,0
Sunday 23rd March 2014,Papers reviewed by Martin Sixsmith,0
Sunday 23rd March 2014, and Amanda Platell,0
Sunday 16th March 2014,Papers reviewed by Stephanie Flanders,0
Sunday 16th March 2014, chief market strategist at JP Morgan and Clare Short,0
Sunday 9th March 2014,Newspapers reviewed by Gavin Hewitt,0
Sunday 9th March 2014, Baroness Joan Bakewell and Wilfred Frost,0
Sunday 23rd February 2014,Newspapers review by Sarah Baxter,0
Sunday 23rd February 2014, Editor of The Sunday Times Magazine and Simon Hughes MP,0
Sunday 16th February 2014,Papers reviewed by Natalie Bennett ,0
Sunday 16th February 2014, and Sarah Sands,0
Sunday 9th February 2014,Papers reviewed by Owen Jones of The Independent and Isabel Hardman of The Spectator,0
Sunday 2nd February 2014,Newspapers reviewed by Michael White and Bénédicte Paviot,0
Sunday 26th January 2014,Newspapers reviewed by Shami Chakrabarti and Martin Ivens,0
Sunday 19th January 2014,Newspapers reviewed by journalists Anne McElvoy and John Simpson,0
Sunday 12th January 2014,Newspapers reviewed by David Lammy MP and columnist Jane Moore,0
Sunday 5th January 2014,Newspapers reviewed by Baroness Helena Kennedy,0
Sunday 5th January 2014, and the BBC's Diplomatic Correspondent Bridget Kendall,0
Sunday 22nd December 2013,Newspapers reviewed by Rory Bremner,0
Sunday 22nd December 2013, Anna Soubry MP and Jeremy Bowen,0
Sunday 15th December 2013,Papers reviewed by Sue MacGregor and David Davis,0
Sunday 8th December 2013,Newspapers reviewed by Gillian Tett of the Financial Times and broadcaster Sir Trevor McDonald,0
Sunday 1st December 2013,Newspapers reviewed by actor and activist Jim Carter and Director of Liberty Shami Chakrabarti,0
Sunday 24th November 2013,Newspapers reviewed by Iain Dale and Polly Toynbee,0
Sunday 17th November 2013,Newspapers reviewed by Justin Forsyth,0
Sunday 17th November 2013, Tessa Jowell MP,0
Sunday 17th November 2013, former Labour Cabinet minister and Tim Montgomerie,0
Sunday 10th November 2013,Newspapers reviewed by Fraser Nelson,0
Sunday 10th November 2013, and Baroness Shirley Williams,0
Sunday 3rd November 2013,Newspapers reviewed by Kevin Maguire,0
Sunday 3rd November 2013, Sarah Sands,0
Sunday 27th October 2013, Greg Dyke and Editor at Large of TIME magazine,0
Sunday 27th October 2013, Catherine Mayer,0
Sunday 20th October 2013,Papers reviewed by Ann Treneman of The Times and Mark Kermode of The Observer,0
Sunday 13th October 2013,Newspapers reviewed by broadcaster and former Cabinet Minister David Mellor,0
Sunday 13th October 2013, deputy editor of The Sunday Times Sarah Baxter and Sir Tim Rice,0
Sunday 29th September 2013,Newspapers reviewed by The Spectator's Isabel Hardman and Philip Collins from The Times,0
Sunday 22nd September 2013,Newspapers reviewed by Guardian columnist Polly Toynbee and Times columnist Matthew Parris,0
Sunday 15th September 2013,Newspapers reviewed by writer and broadcaster Ruth Wishart and Baroness Helena Kennedy,0
Sunday 8th September 2013,Newspapers reviewed by David Aaronovitch,0
Sunday 8th September 2013, Christine Amanpour and Sir Max Hastings,0
Sunday 1st September 2013,Paper review with Simon Schama and Amanda Platell,0
Sunday 28th July 2013,Newspapers reviewed by Trevor Phillips,0
Sunday 28th July 2013, former chair of the Equality and Human Rights Commission and Beth Rigby,0
Sunday 21st July 2013,Newspapers reviewed by Kate Adie,0
Sunday 21st July 2013, Nick Watt and Robin Ince,0
Sunday 14th July 2013,Newspapers reviewed by Fraser Nelson,0
Sunday 14th July 2013, and Julia Hobsbawm,0
Sunday 7th July 2013,Newspapers reviewed by Phil Collins of The Times,0
Sunday 7th July 2013, musician and broadcaster Cerys Matthews and Rupert Gavin,0
Sunday 30th June 2013,Newspapers reviewed by Sarah Baxter of The Sunday Times and writer and broadcaster Sue MacGregor,0
Sunday 23rd June 2013,Newspapers reviewed by Labour peer Helena Kennedy and comedian Russell Brand,0
Sunday 9th June 2013,Newspapers reviewed by actress Sheila Hancock and Tim Montgomerie of The Times,0
Sunday 2nd June 2013,Newspapers reviewed by Jane Moore,0
Sunday 2nd June 2013, Sun columnist and music promoter Harvey Goldsmith,0
Sunday 26th May 2013,Newspapers reviewed by Sarah Sands,0
Sunday 26th May 2013, and actress and writer Meera Syal,0
Sunday 19th May 2013,Newspapers reviewed by Spectator journalist Isabel Hardman and Times columnist David Aaronovitch,0
Sunday 12th May 2013,Newspapers reviewed by actress Maureen Lipman and Ann Treneman,0
Sunday 12th May 2013, sketchwriter for the Sunday Times,0
Sunday 5th May 2013,Papers reviewed by Labour MP David Lammy and Director of Liberty Shami Chakrabarti,0
Sunday 28th April 2013,Newspapers reviewed by Simon Hughes MP,0
Sunday 28th April 2013, Deputy Leader of the Liberal Democrat and Sarah Baxter,0
Sunday 14th April 2013,Newspapers reviewed by comedienne & broadcaster Sandi Toksvig,0
Sunday 14th April 2013, former ITN Political Editor/BBC Chief Political Correspondent John Sergeant and Sun columnist Jane Moore,0
Sunday 7th April 2013,Newspapers reviewed by former Conservative cabinet minister Baroness Gillian Shephard and Editor of the New Statesman Jason Cowley,0
Sunday 24th March 2013,Newspapers reviewed by Joan Bakewell,0
Sunday 24th March 2013, broadcaster & Labour peer and Isabel Hardman from The Spectator,0
Sunday 17th March 2013,Newspapers reviewed by Gillian Tett from the Financial Times and Hugh Grant,0
Sunday 10th March 2013,Newspapers reviewed by Sun columnist Jane Moore,0
Sunday 10th March 2013, founder of ConservativeHome Tim Montgomerie and the chief executive of Save the Children Justin Forsyth,0
Sunday 3 March 2013,Newspapers reviewed by Jude Kelly,0
Sunday 3 March 2013, Iain Dale,0
Sunday 3 March 2013, Clare Short,0
Sunday 24th February 2013,Newspapers reviewed by Kwasi Kwarteng,0
Sunday 24th February 2013, and Sarah Baxter,0
Sunday 17th February 2013,Newspapers reviewed by Baroness Helena Kennedy,0
Sunday 17th February 2013, QC and Labour peer and John Witherow,0
Sunday 10th February 2013,Newspapers reviewed by Margaret Hodge,0
Sunday 10th February 2013, Labour MP & Chair of the Public Accounts Committee and Tim Montgomerie,0
Sunday 3rd February 2013,Newspapers reviewed by Deborah Mattinson,0
Sunday 3rd February 2013, and Fraser Nelson,0
Sunday 27th January 2013,Newspapers reviewed by Conservative MP Margot James and John Jungclaussen from Die Zeit,0
Sunday 20th January 2013,Newspapers reviewed by Deborah Haynes of the Times and David Morrissey,0
Sunday 13th January 2013,Newspapers reviewed by Gillian Tett of the Financial Times and Esther Rantzen,0
Sunday 6th January 2013,Newspapers reviewed by Nick Watt of The Guardian,0
Sunday 6th January 2013, Jane Moore of The Sun and Sunday Times,0
Sunday 6th January 2013, and Rory Bremner,0
Sunday 16th December 2012,Newspapers reviewed by  Daily Mail columnist Amanda Platell and Richard Wilson,0
Sunday 9th December 2012,Papers reviewed by former minister Lord Falconer and Sarah Sands,0
Sunday 2nd December 2012,Newspapers reviewed by Shami Chakrabarti,0
Sunday 2nd December 2012, and columnist Philip Collins of The Times,0
Sunday 25th November 2012,Newspapers reviewed by Steve Richards,0
Sunday 25th November 2012, and Sarah Baxter,0
Sunday 18th November 2012,Newspapers reviewed by former head of the Army General Sir Mike Jackson,0
Sunday 18th November 2012, Times sketchwriter Ann Treneman and Harvey Goldsmith,0
Sunday 11th November 2012,Newspapers reviewed by broadcaster Jonathan Dimbleby,0
Sunday 11th November 2012, Catherine Mayer,0
Sunday 11th November 2012, Europe editor of Time magazine and Sir Max Hastings,0
Sunday 4th November 2012,Newspapers reviewed by former Conservative cabinet member Michael Portillo and Helena Kennedy,0
Sunday 28th October 2012,Newspapers reviewed by Sir Sherard Cowper-Coles,0
Sunday 28th October 2012, Anne McElvoy from the Economist and financial journalist Martin Lewis,0
Sunday 21st October 2012,Newspapers reviewed by historian and broadcaster Dan Snow and Shami Chakrabati,0
Sunday 14th October 2012,Newspapers reviewed by writer and broadcaster Clare Balding and Times columnist David Aaronovitch,0
Sunday 7th October 2012,Newspapers reviewed by Daily Mail columnist Andrew Pierce and the writer and presenter Sandi Toksvig,0
Sunday 29th September 2012,Newspapers reviewed by Guardian columnist Polly Toynbee and Times columnist Matthew Parris,0
Sunday 23rd September 2012,Newspapers reviewed by Amanda Platell of The Daily Mail and Kevin Maguire,0
Sunday 16th September 2012,Newspapers reviewed by Philip Collins of The Times and Catherine Mayer of Time magazine,0
Sunday 9th September 2012,Newspapers reviewed by actress Rebecca Front and Margot James MP,0
Sunday 2nd September 2012,Newspapers reviewed by Tim Hollingsworth,0
Sunday 2nd September 2012, British Paralympic Association Chief Executive and Sarah Baxter,0
Sunday 21st July 2012,Newspapers reviewed by Tessa Jowell,0
Sunday 21st July 2012, Shadow Olympics Minister and Tom Brokaw NBC news special correspondent,0
Sunday 15th July 2012,Newspapers reviewed by Ann Treneman on the Times and UKIP leader Nigel Farage,0
Sunday 8th July 2012,Newspapers reviewed by actress Samantha Bond and David Davis MP,0
Sunday 1st July 2012,Newspapers reviewed by Baroness Helena Kennedy and broadcaster Jeremy Vine,0
Sunday 24th June 2012,Newspapers reviewed by economist and author Dambisa Moyo and Mary Ann Sieghart,0
Sunday 17th June 2012,Newspapers reviewed by former hostage and writer John McCarthy and editor Sarah Baxter,0
Sunday 3rd June 2012,Newspapers reviewed by Guardian columnist Polly Toynbee and impressionist Rory Bremner,0
Sunday 27th May 2012,Newspapers reviewed by Sir Harry Evans,0
Sunday 27th May 2012, former editor of Sunday Times and Amanda Platell,0
Sunday 20th May 2012,Newspapers reviewed by Financial Times Assistant Editor Gillian Tett and writer and broadcaster David Aaronovitch,0
Sunday 13th May 2012,Newspapers reviewed by Olympian Kelly Holmes,0
Sunday 13th May 2012, Daily Mail columnist Andrew Pierce and Jude Kelly,0
Sunday 6th May 2012,Newspapers reviewed by Lord Oaskeshott,0
Sunday 6th May 2012, Clemency Burton-Hill and Sarah Sands,0
Sunday 29th April 2012,Newspapers reviewed by Labour peer Helena Kennedy and Guardian's chief political correspondent,0
Sunday 29th April 2012, Nick Watt,0
Sunday 15th April 2012,Newspapers reviewed by Conservative MP David Davis,0
Sunday 15th April 2012, Time Magazine's Catherine Mayer and Keith Blackmore from The Times,0
Sunday 8th April 2012,Newspapers reviewed by Editor of the Sunday Times Magazine Sarah Baxter and journalist Kevin Maguire,0
Sunday 1st April 2012,Newspapers reviewed by Liberal Democrat deputy leader Simon Hughes,0
Sunday 1st April 2012, Deborah Bull of King's Cultural Institute and Andrew Rawnsley of the Observer,0
Sunday 25th March 2012,Newspapers reviewed by Times sketchwriter Ann Treneman,0
Sunday 25th March 2012, Daily Mail columnist Max Hastings and Conservative Home's Tim Montgomerie,0
Sunday 18th March 2012,Newspapers reviewed by broadcaster Christiane Amanpour and the Guardian's Chief Political Correspondent Nick Watt,0
Sunday 11th March 2012,Newspapers reviewed by Danny Sriskandarajah from the Royal Commonwealth Society and the Green Party's Jenny Jones,0
Sunday 4th March 2012,Newspapers reviewed by Conservative MP Margot James and choirmaster & broadcaster Gareth Malone,0
Sunday 26th February 2012,Newspapers reviewed by Kate Adie,0
Sunday 26th February 2012, former BBC foreign correspondent and former Editor of The Sun,0
Sunday 26th February 2012, Kelvin MacKenzie,0
Sunday 19th February 2012,Newspapers reviewed by Deborah Haynes,0
Sunday 19th February 2012, and Conservative MP David Davis,0
Sunday 12th February 2012,Newspapers reviewed by Daily Mail columnist Amanda Platell and Lib Dem Deputy Leader Simon Hughes,0
Sunday 5th February 2012,Newspapers reviewed by BBC Middle East Editor Jeremy Bowen,0
Sunday 5th February 2012, writer and broadcaster Clemency Burton-Hill and Sunday Times Magazine Editor,0
Sunday 5th February 2012, Sarah Baxter,0
Sunday 29th January 2012,Newspapers reviewed by Labour's Baroness Helena Kennedy and Executive Director of consumer group Which? Richard Lloyd,0
Sunday 22nd January 2012,Newspapers reviewed by Conservative MP Anna Soubry and Shadow Welsh Secretary Peter Hain,0
Sunday 15th January 2012,Newspapers reviewed by musician Midge Ure and columnist Mary Ann Sieghart,0
Sunday 8th January 2012,Newspapers reviewed by Labour's David Lammy and sketchwriter Ann Treneman,0
